row_id,legacy_row_id,seed_qid,seed_label,qid,label,target,csv_depth,bfs_depth,parent_qid,parent_label,reaching_property,reaching_property_label,path
row3020,Q1017587|Q4830453,Q1017587,Business Objects,Q4830453,business,1,1,1,Q1017587,Business Objects,P31,instance of,Business Objects --instance of--> business
row3054,Q2867785|Q3591545,Q2867785,AFNIC,Q3591545,financial service company,0,2,2,Q6881511,enterprise,(-)P279,has subclass,AFNIC --instance of--> enterprise --has subclass--> financial service company
row3055,Q2867785|Q69574371,Q2867785,AFNIC,Q69574371,bicycle part manufacturing company,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> bicycle part manufacturing company
row3056,Q2867785|Q60614978,Q2867785,AFNIC,Q60614978,distributor,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> distributor
row3058,Q2867785|Q63968517,Q2867785,AFNIC,Q63968517,print syndicate,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> print syndicate
row3059,Q2867785|Q90316218,Q2867785,AFNIC,Q90316218,motor manufacturer,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> motor manufacturer
row3060,Q2867785|Q1369723,Q2867785,AFNIC,Q1369723,Web Agency,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> Web Agency
row3061,Q2867785|Q967140,Q2867785,AFNIC,Q967140,media agency,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> media agency
row3062,Q2867785|Q1132207,Q2867785,AFNIC,Q1132207,business incubator,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> business incubator
row3063,Q2867785|Q16968466,Q2867785,AFNIC,Q16968466,regional health authority,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> regional health authority
row3064,Q2867785|Q76384696,Q2867785,AFNIC,Q76384696,linen mill,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> linen mill
row3065,Q2867785|Q3487908,Q2867785,AFNIC,Q3487908,venture capital firm,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> venture capital firm
row3066,Q2867785|Q220142,Q2867785,AFNIC,Q220142,pet store,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> pet store
row3067,Q2867785|Q161726,Q2867785,AFNIC,Q161726,multinational corporation,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> multinational corporation
row3068,Q2867785|Q1321781,Q2867785,AFNIC,Q1321781,investment company,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> investment company
row3069,Q2867785|Q105547053,Q2867785,AFNIC,Q105547053,UK cable company,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> UK cable company
row3070,Q2867785|Q12893467,Q2867785,AFNIC,Q12893467,industrial laundry,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> industrial laundry
row3071,Q2867785|Q1058914,Q2867785,AFNIC,Q1058914,software company,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> software company
row3072,Q2867785|Q12043474,Q2867785,AFNIC,Q12043474,public relations agency,0,2,2,Q4830453,business,(-)P279,has subclass,AFNIC --instance of--> business --has subclass--> public relations agency
row3912,Q287228|Q317623,Q287228,ebXML,Q317623,technical standard,1,1,1,Q287228,ebXML,P31,instance of,ebXML --instance of--> technical standard
row3913,Q287228|Q20155966,Q287228,ebXML,Q20155966,XML-based format,1,1,1,Q287228,ebXML,P31,instance of,ebXML --instance of--> XML-based format
row3914,Q287228|Q45941145,Q287228,ebXML,Q45941145,data standard,0,2,2,Q317623,technical standard,(-)P279,has subclass,ebXML --instance of--> technical standard --has subclass--> data standard
row3915,Q287228|Q1334738,Q287228,ebXML,Q1334738,international standard,1,2,2,Q317623,technical standard,(-)P279,has subclass,ebXML --instance of--> technical standard --has subclass--> international standard
row3916,Q287228|Q375479,Q287228,ebXML,Q375479,standard illuminant,0,2,2,Q317623,technical standard,(-)P279,has subclass,ebXML --instance of--> technical standard --has subclass--> standard illuminant
row3917,Q287228|Q105990004,Q287228,ebXML,Q105990004,UNIX 95,0,2,2,Q317623,technical standard,(-)P279,has subclass,ebXML --instance of--> technical standard --has subclass--> UNIX 95
row3918,Q287228|Q576465,Q287228,ebXML,Q576465,GPS eXchange Format,0,2,2,Q20155966,XML-based format,(-)P279,has subclass,ebXML --instance of--> XML-based format --has subclass--> GPS eXchange Format
row1148,Q2872789|Q1940786,Q2872789,Autorité de Régulation des Communications Électroniques  des Postes et de la Distribution de la Presse,Q1940786,quasi-autonomous non-governmental organisation,1,1,1,Q2872789,"Autorité de Régulation des Communications Électroniques, des Postes et de la Distribution de la Presse",P31,instance of,"Autorité de Régulation des Communications Électroniques, des Postes et de la Distribution de la Presse --instance of--> quasi-autonomous non-governmental organisation"
row1149,Q2872789|Q7192831,Q2872789,Autorité de Régulation des Communications Électroniques  des Postes et de la Distribution de la Presse,Q7192831,public body in Hong Kong,0,2,2,Q1940786,quasi-autonomous non-governmental organisation,(-)P279,has subclass,"Autorité de Régulation des Communications Électroniques, des Postes et de la Distribution de la Presse --instance of--> quasi-autonomous non-governmental organisation --has subclass--> public body in Hong Kong"
row1150,Q2872789|Q32798322,Q2872789,Autorité de Régulation des Communications Électroniques  des Postes et de la Distribution de la Presse,Q32798322,zelfstandig bestuursorgaan,0,2,2,Q1940786,quasi-autonomous non-governmental organisation,(-)P279,has subclass,"Autorité de Régulation des Communications Électroniques, des Postes et de la Distribution de la Presse --instance of--> quasi-autonomous non-governmental organisation --has subclass--> zelfstandig bestuursorgaan"
row1151,Q2872789|Q3343298,Q2872789,Autorité de Régulation des Communications Électroniques  des Postes et de la Distribution de la Presse,Q3343298,non-departmental public body,0,2,2,Q1940786,quasi-autonomous non-governmental organisation,(-)P279,has subclass,"Autorité de Régulation des Communications Électroniques, des Postes et de la Distribution de la Presse --instance of--> quasi-autonomous non-governmental organisation --has subclass--> non-departmental public body"
row3234,Q288682|Q20155966,Q288682,XACML,Q20155966,XML-based format,1,1,1,Q288682,XACML,P31,instance of,XACML --instance of--> XML-based format
row3235,Q288682|Q9143,Q288682,XACML,Q9143,programming language,1,1,1,Q288682,XACML,P31,instance of,XACML --instance of--> programming language
row3236,Q288682|Q2115,Q288682,XACML,Q2115,Extensible Markup Language,1,1,1,Q288682,XACML,P31,instance of,XACML --instance of--> Extensible Markup Language
row2323,Q289|Q11033,Q289,television,Q11033,mass media,1,1,1,Q289,television,P31,instance of,television --instance of--> mass media
row2324,Q289|Q121359,Q289,television,Q121359,infrastructure,1,1,1,Q289,television,P31,instance of,television --instance of--> infrastructure
row2325,Q289|Q1193236,Q289,television,Q1193236,news media,1,2,2,Q11033,mass media,(-)P279,has subclass,television --instance of--> mass media --has subclass--> news media
row2326,Q289|Q17172633,Q289,television,Q17172633,written news media,0,2,2,Q11033,mass media,(-)P279,has subclass,television --instance of--> mass media --has subclass--> written news media
row2327,Q289|Q15078788,Q289,television,Q15078788,broadcasting,1,2,2,Q11033,mass media,(-)P279,has subclass,television --instance of--> mass media --has subclass--> broadcasting
row2328,Q289|Q627364,Q289,television,Q627364,public works,0,2,2,Q121359,infrastructure,(-)P279,has subclass,television --instance of--> infrastructure --has subclass--> public works
row2329,Q289|Q924286,Q289,television,Q924286,transport network,0,2,2,Q121359,infrastructure,(-)P279,has subclass,television --instance of--> infrastructure --has subclass--> transport network
row2330,Q289|Q1438053,Q289,television,Q1438053,research infrastructure,0,2,2,Q121359,infrastructure,(-)P279,has subclass,television --instance of--> infrastructure --has subclass--> research infrastructure
row2331,Q289|Q1061108,Q289,television,Q1061108,water supply,0,2,2,Q121359,infrastructure,(-)P279,has subclass,television --instance of--> infrastructure --has subclass--> water supply
row2332,Q289|Q209588,Q289,television,Q209588,satellite television,1,3,3,Q15078788,broadcasting,(-)P279,has subclass,television --instance of--> mass media --has subclass--> broadcasting --has subclass--> satellite television
row2333,Q289|Q872,Q289,television,Q872,radio communications,0,3,3,Q15078788,broadcasting,(-)P279,has subclass,television --instance of--> mass media --has subclass--> broadcasting --has subclass--> radio communications
row2334,Q289|Q1962634,Q289,television,Q1962634,news broadcasting,1,3,3,Q15078788,broadcasting,(-)P279,has subclass,television --instance of--> mass media --has subclass--> broadcasting --has subclass--> news broadcasting
row4533,Q2897746|Q595851,Q2897746,RJ-48,Q595851,registered jack,1,1,1,Q2897746,RJ-48,P31,instance of,RJ-48 --instance of--> registered jack
row4534,Q2897746|Q14855079,Q2897746,RJ-48,Q14855079,RJ-11  RJ-14 and RJ-25,1,2,2,Q595851,registered jack,(-)P279,has subclass,"RJ-48 --instance of--> registered jack --has subclass--> RJ-11, RJ-14 and RJ-25"
row4535,Q2897746|Q3415212,Q2897746,RJ-48,Q3415212,RJ25,1,2,2,Q595851,registered jack,(-)P279,has subclass,RJ-48 --instance of--> registered jack --has subclass--> RJ25
row5019,Q29001086|Q6545185,Q29001086,autonomous system number,Q6545185,unique identifier,1,1,1,Q29001086,autonomous system number,P31,instance of,autonomous system number --instance of--> unique identifier
row5020,Q29001086|Q109950660,Q29001086,autonomous system number,Q109950660,charge code,0,2,2,Q6545185,unique identifier,(-)P279,has subclass,autonomous system number --instance of--> unique identifier --has subclass--> charge code
row5021,Q29001086|Q103567620,Q29001086,autonomous system number,Q103567620,Rijksmonument ID,0,2,2,Q6545185,unique identifier,(-)P279,has subclass,autonomous system number --instance of--> unique identifier --has subclass--> Rijksmonument ID
row5022,Q29001086|Q36962099,Q29001086,autonomous system number,Q36962099,cultural heritage identifier,0,2,2,Q6545185,unique identifier,(-)P279,has subclass,autonomous system number --instance of--> unique identifier --has subclass--> cultural heritage identifier
row5023,Q29001086|Q104889222,Q29001086,autonomous system number,Q104889222,Snowflake ID,0,2,2,Q6545185,unique identifier,(-)P279,has subclass,autonomous system number --instance of--> unique identifier --has subclass--> Snowflake ID
row1116,Q29120|Q271680,Q29120,Apache Hadoop,Q271680,software framework,1,1,1,Q29120,Apache Hadoop,P31,instance of,Apache Hadoop --instance of--> software framework
row1117,Q29120|Q341,Q29120,Apache Hadoop,Q341,free software,1,1,1,Q29120,Apache Hadoop,P31,instance of,Apache Hadoop --instance of--> free software
row1118,Q29120|Q388,Q29120,Apache Hadoop,Q388,Linux,0,2,2,Q341,free software,(-)P279,has subclass,Apache Hadoop --instance of--> free software --has subclass--> Linux
row1119,Q29120|Q1330336,Q29120,Apache Hadoop,Q1330336,web framework,0,2,2,Q271680,software framework,(-)P279,has subclass,Apache Hadoop --instance of--> software framework --has subclass--> web framework
row1120,Q29120|Q7935188,Q29120,Apache Hadoop,Q7935188,virtual world framework,0,2,2,Q271680,software framework,(-)P279,has subclass,Apache Hadoop --instance of--> software framework --has subclass--> virtual world framework
row1121,Q29120|Q39999225,Q29120,Apache Hadoop,Q39999225,Apache Foundation project,1,2,2,Q341,free software,(-)P279,has subclass,Apache Hadoop --instance of--> free software --has subclass--> Apache Foundation project
row1122,Q29120|Q67650225,Q29120,Apache Hadoop,Q67650225,E-commerce platform,0,2,2,Q271680,software framework,(-)P279,has subclass,Apache Hadoop --instance of--> software framework --has subclass--> E-commerce platform
row1123,Q29120|Q20983788,Q29120,Apache Hadoop,Q20983788,free operating system,1,2,2,Q341,free software,(-)P279,has subclass,Apache Hadoop --instance of--> free software --has subclass--> free operating system
row1124,Q29120|Q110647054,Q29120,Apache Hadoop,Q110647054,IoT framework,0,2,2,Q271680,software framework,(-)P279,has subclass,Apache Hadoop --instance of--> software framework --has subclass--> IoT framework
row2345,Q29169143|Q28640,Q29169143,data scientist,Q28640,profession,1,1,1,Q29169143,data scientist,P31,instance of,data scientist --instance of--> profession
row2346,Q29169143|Q4164871,Q29169143,data scientist,Q4164871,position,1,1,1,Q29169143,data scientist,P31,instance of,data scientist --instance of--> position
row2347,Q29169143|Q4220920,Q29169143,data scientist,Q4220920,filmmaking occupation,0,2,2,Q28640,profession,(-)P279,has subclass,data scientist --instance of--> profession --has subclass--> filmmaking occupation
row2348,Q29169143|Q7574852,Q29169143,data scientist,Q7574852,special prosecutor,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> special prosecutor
row2349,Q29169143|Q56489540,Q29169143,data scientist,Q56489540,chansonnier,0,2,2,Q28640,profession,(-)P279,has subclass,data scientist --instance of--> profession --has subclass--> chansonnier
row2350,Q29169143|Q2529166,Q29169143,data scientist,Q2529166,lieutenant governor,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> lieutenant governor
row2353,Q29169143|Q56654120,Q29169143,data scientist,Q56654120,superintendent of Recreio e Vargens,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> superintendent of Recreio e Vargens
row2354,Q29169143|Q18677341,Q29169143,data scientist,Q18677341,Procurator,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> Procurator
row2355,Q29169143|Q2937346,Q29169143,data scientist,Q2937346,Capitão do donatário,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> Capitão do donatário
row2356,Q29169143|Q182436,Q29169143,data scientist,Q182436,librarian,0,2,2,Q28640,profession,(-)P279,has subclass,data scientist --instance of--> profession --has subclass--> librarian
row2357,Q29169143|Q60028304,Q29169143,data scientist,Q60028304,Lieutenant Governors of Brazil,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> Lieutenant Governors of Brazil
row2358,Q29169143|Q59289676,Q29169143,data scientist,Q59289676,Chief of staff of the French Ministry of the Interior,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> Chief of staff of the French Ministry of the Interior
row2359,Q29169143|Q66332487,Q29169143,data scientist,Q66332487,President of Anorthosis Famagusta AC,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> President of Anorthosis Famagusta AC
row2360,Q29169143|Q778000,Q29169143,data scientist,Q778000,Ausbildungsberuf,0,2,2,Q28640,profession,(-)P279,has subclass,data scientist --instance of--> profession --has subclass--> Ausbildungsberuf
row2361,Q29169143|Q10468547,Q29169143,data scientist,Q10468547,demonstrator,0,2,2,Q28640,profession,(-)P279,has subclass,data scientist --instance of--> profession --has subclass--> demonstrator
row2362,Q29169143|Q16931516,Q29169143,data scientist,Q16931516,Muhandiram,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> Muhandiram
row2364,Q29169143|Q42045197,Q29169143,data scientist,Q42045197,hereditary position,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> hereditary position
row2365,Q29169143|Q107427726,Q29169143,data scientist,Q107427726,honorary consul to Bangladesh,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> honorary consul to Bangladesh
row2366,Q29169143|Q511138,Q29169143,data scientist,Q511138,inspector,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> inspector
row2367,Q29169143|Q2133201,Q29169143,data scientist,Q2133201,Procureur du Bien Public,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> Procureur du Bien Public
row2368,Q29169143|Q15894241,Q29169143,data scientist,Q15894241,assistant commissioner,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> assistant commissioner
row2370,Q29169143|Q24884545,Q29169143,data scientist,Q24884545,engineering controls,0,2,2,Q28640,profession,(-)P279,has subclass,data scientist --instance of--> profession --has subclass--> engineering controls
row2371,Q29169143|Q107427695,Q29169143,data scientist,Q107427695,honorary consul of Rwanda,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> honorary consul of Rwanda
row2372,Q29169143|Q15839299,Q29169143,data scientist,Q15839299,theatrical occupation,0,2,2,Q28640,profession,(-)P279,has subclass,data scientist --instance of--> profession --has subclass--> theatrical occupation
row2373,Q29169143|Q15726407,Q29169143,data scientist,Q15726407,President of the World Esperanto Youth Organization,0,2,2,Q4164871,position,(-)P279,has subclass,data scientist --instance of--> position --has subclass--> President of the World Esperanto Youth Organization
row2374,Q29169143|Q3333733,Q29169143,data scientist,Q3333733,musicology profession,0,2,2,Q28640,profession,(-)P279,has subclass,data scientist --instance of--> profession --has subclass--> musicology profession
row1798,Q2937445|Q4290,Q2937445,capitalization,Q4290,investment,1,1,1,Q2937445,capitalization,P31,instance of,capitalization --instance of--> investment
row1799,Q2937445|Q4736525,Q2937445,capitalization,Q4736525,alternative investment,1,2,2,Q4290,investment,(-)P279,has subclass,capitalization --instance of--> investment --has subclass--> alternative investment
row1800,Q2937445|Q5048328,Q2937445,capitalization,Q5048328,case bond,1,2,2,Q4290,investment,(-)P279,has subclass,capitalization --instance of--> investment --has subclass--> case bond
row1801,Q2937445|Q2132777,Q2937445,capitalization,Q2132777,rationalization investment,1,2,2,Q4290,investment,(-)P279,has subclass,capitalization --instance of--> investment --has subclass--> rationalization investment
row1802,Q2937445|Q21552779,Q2937445,capitalization,Q21552779,smart beta,1,2,2,Q4290,investment,(-)P279,has subclass,capitalization --instance of--> investment --has subclass--> smart beta
row1803,Q2937445|Q4201895,Q2937445,capitalization,Q4201895,investment fund,1,2,2,Q4290,investment,(-)P279,has subclass,capitalization --instance of--> investment --has subclass--> investment fund
row1804,Q2937445|Q1415886,Q2937445,capitalization,Q1415886,capital participation,1,2,2,Q4290,investment,(-)P279,has subclass,capitalization --instance of--> investment --has subclass--> capital participation
row1805,Q2937445|Q6418870,Q2937445,capitalization,Q6418870,KiwiSaver,0,3,3,Q4201895,investment fund,(-)P279,has subclass,capitalization --instance of--> investment --has subclass--> investment fund --has subclass--> KiwiSaver
row1806,Q2937445|Q96906102,Q2937445,capitalization,Q96906102,Sociëteit van eigendom Weduwe van de Poll,0,3,3,Q4201895,investment fund,(-)P279,has subclass,capitalization --instance of--> investment --has subclass--> investment fund --has subclass--> Sociëteit van eigendom Weduwe van de Poll
row4346,Q2944989|Q31855,Q2944989,Centre commun d'études de télévision et télécommunications,Q31855,research institute,1,1,1,Q2944989,Centre commun d'études de télévision et télécommunications,P31,instance of,Centre commun d'études de télévision et télécommunications --instance of--> research institute
row4347,Q2944989|Q20168706,Q2944989,Centre commun d'études de télévision et télécommunications,Q20168706,Fraunhofer Institute,1,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> Fraunhofer Institute
row4348,Q2944989|Q2586266,Q2944989,Centre commun d'études de télévision et télécommunications,Q2586266,institute for advanced study,0,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> institute for advanced study
row4349,Q2944989|Q3152110,Q2944989,Centre commun d'études de télévision et télécommunications,Q3152110,Technological Research Institute,1,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> Technological Research Institute
row4350,Q2944989|Q3726309,Q2944989,Centre commun d'études de télévision et télécommunications,Q3726309,state research institution,0,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> state research institution
row4352,Q2944989|Q57910923,Q2944989,Centre commun d'études de télévision et télécommunications,Q57910923,digital humanities center,0,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> digital humanities center
row4353,Q2944989|Q109640306,Q2944989,Centre commun d'études de télévision et télécommunications,Q109640306,service and research unit,1,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> service and research unit
row4354,Q2944989|Q22811668,Q2944989,Centre commun d'études de télévision et télécommunications,Q22811668,archaeological institute,0,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> archaeological institute
row4355,Q2944989|Q22338329,Q2944989,Centre commun d'études de télévision et télécommunications,Q22338329,federally funded research and development center,0,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> federally funded research and development center
row4356,Q2944989|Q2624320,Q2944989,Centre commun d'études de télévision et télécommunications,Q2624320,United States national laboratory,0,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> United States national laboratory
row4357,Q2944989|Q1005976,Q2944989,Centre commun d'études de télévision et télécommunications,Q1005976,Bundesforschungsanstalt,0,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> Bundesforschungsanstalt
row4358,Q2944989|Q20820271,Q2944989,Centre commun d'études de télévision et télécommunications,Q20820271,graduate school,0,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> graduate school
row4359,Q2944989|Q66737615,Q2944989,Centre commun d'études de télévision et télécommunications,Q66737615,medical research institute,0,2,2,Q31855,research institute,(-)P279,has subclass,Centre commun d'études de télévision et télécommunications --instance of--> research institute --has subclass--> medical research institute
row5040,Q29643|Q317623,Q29643,Wi-Fi,Q317623,technical standard,1,1,1,Q29643,Wi-Fi,P31,instance of,Wi-Fi --instance of--> technical standard
row5041,Q29643|Q908620,Q29643,Wi-Fi,Q908620,certification mark,1,1,1,Q29643,Wi-Fi,P31,instance of,Wi-Fi --instance of--> certification mark
row5042,Q29643|Q11680670,Q29643,Wi-Fi,Q11680670,organic certification,0,2,2,Q908620,certification mark,(-)P279,has subclass,Wi-Fi --instance of--> certification mark --has subclass--> organic certification
row5043,Q29643|Q52162346,Q29643,Wi-Fi,Q52162346,regional standard,1,2,2,Q317623,technical standard,(-)P279,has subclass,Wi-Fi --instance of--> technical standard --has subclass--> regional standard
row5044,Q29643|Q1334738,Q29643,Wi-Fi,Q1334738,international standard,1,2,2,Q317623,technical standard,(-)P279,has subclass,Wi-Fi --instance of--> technical standard --has subclass--> international standard
row5045,Q29643|Q325668,Q29643,Wi-Fi,Q325668,designation of origin,0,2,2,Q908620,certification mark,(-)P279,has subclass,Wi-Fi --instance of--> certification mark --has subclass--> designation of origin
row5046,Q29643|Q30282398,Q29643,Wi-Fi,Q30282398,label Tourisme et Handicap,0,2,2,Q908620,certification mark,(-)P279,has subclass,Wi-Fi --instance of--> certification mark --has subclass--> label Tourisme et Handicap
row5047,Q29643|Q51885764,Q29643,Wi-Fi,Q51885764,European standard,1,2,2,Q317623,technical standard,(-)P279,has subclass,Wi-Fi --instance of--> technical standard --has subclass--> European standard
row2805,Q296643|Q4830453,Q296643,Association of Radio Industries and Businesses,Q4830453,business,1,1,1,Q296643,Association of Radio Industries and Businesses,P31,instance of,Association of Radio Industries and Businesses --instance of--> business
row2806,Q296643|Q783794,Q296643,Association of Radio Industries and Businesses,Q783794,company,1,1,1,Q296643,Association of Radio Industries and Businesses,P31,instance of,Association of Radio Industries and Businesses --instance of--> company
row2807,Q296643|Q1328899,Q296643,Association of Radio Industries and Businesses,Q1328899,standards organization,1,1,1,Q296643,Association of Radio Industries and Businesses,P31,instance of,Association of Radio Industries and Businesses --instance of--> Standards organization
row2809,Q296643|Q2566474,Q296643,Association of Radio Industries and Businesses,Q2566474,sutler,0,2,2,Q4830453,business,(-)P279,has subclass,Association of Radio Industries and Businesses --instance of--> business --has subclass--> sutler
row2810,Q296643|Q51885731,Q296643,Association of Radio Industries and Businesses,Q51885731,European Standardization Organization,0,2,2,Q1328899,Standards organization,(-)P279,has subclass,Association of Radio Industries and Businesses --instance of--> Standards organization --has subclass--> European Standardization Organization
row2811,Q296643|Q7835148,Q296643,Association of Radio Industries and Businesses,Q7835148,transport standards organization,0,2,2,Q1328899,Standards organization,(-)P279,has subclass,Association of Radio Industries and Businesses --instance of--> Standards organization --has subclass--> transport standards organization
row2812,Q296643|Q15277759,Q296643,Association of Radio Industries and Businesses,Q15277759,national standards organisation,1,2,2,Q1328899,Standards organization,(-)P279,has subclass,Association of Radio Industries and Businesses --instance of--> Standards organization --has subclass--> national standards organisation
row2813,Q296643|Q659206,Q296643,Association of Radio Industries and Businesses,Q659206,Technischer Überwachungsverein,0,2,2,Q1328899,Standards organization,(-)P279,has subclass,Association of Radio Industries and Businesses --instance of--> Standards organization --has subclass--> Technischer Überwachungsverein
row2814,Q296643|Q294801,Q296643,Association of Radio Industries and Businesses,Q294801,eco-control body,0,2,2,Q1328899,Standards organization,(-)P279,has subclass,Association of Radio Industries and Businesses --instance of--> Standards organization --has subclass--> eco-control body
row2815,Q296643|Q105547053,Q296643,Association of Radio Industries and Businesses,Q105547053,UK cable company,0,2,2,Q4830453,business,(-)P279,has subclass,Association of Radio Industries and Businesses --instance of--> business --has subclass--> UK cable company
row2816,Q296643|Q52162350,Q296643,Association of Radio Industries and Businesses,Q52162350,regional standards organisation,1,2,2,Q1328899,Standards organization,(-)P279,has subclass,Association of Radio Industries and Businesses --instance of--> Standards organization --has subclass--> regional standards organisation
row4360,Q2994294|Q170474,Q2994294,GMSK,Q170474,modulation,1,1,1,Q2994294,GMSK,P31,instance of,GMSK --instance of--> modulation
row4361,Q2994294|Q181417,Q2994294,GMSK,Q181417,frequency modulation,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> frequency modulation
row4362,Q2994294|Q12765201,Q2994294,GMSK,Q12765201,eight-to-fourteen modulation plus,0,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> eight-to-fourteen modulation plus
row4363,Q2994294|Q9264828,Q2994294,GMSK,Q9264828,G.DMT,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> G.DMT
row4364,Q2994294|Q13043846,Q2994294,GMSK,Q13043846,pulse-code modulation,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> pulse-code modulation
row4365,Q2994294|Q163461,Q2994294,GMSK,Q163461,delta modulation,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> delta modulation
row4366,Q2994294|Q25304371,Q2994294,GMSK,Q25304371,multidimensional modulation,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> multidimensional modulation
row4367,Q2994294|Q107560916,Q2994294,GMSK,Q107560916,standardized radio mode,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> standardized radio mode
row4368,Q2994294|Q183755,Q2994294,GMSK,Q183755,amplitude modulation,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> amplitude modulation
row4369,Q2994294|Q4874866,Q2994294,GMSK,Q4874866,phase-shift keying,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> phase-shift keying
row4370,Q2994294|Q349868,Q2994294,GMSK,Q349868,angle modulation,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> angle modulation
row4371,Q2994294|Q1564640,Q2994294,GMSK,Q1564640,ring modulation,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> ring modulation
row4372,Q2994294|Q749753,Q2994294,GMSK,Q749753,quadrature amplitude modulation,1,2,2,Q170474,modulation,(-)P279,has subclass,GMSK --instance of--> modulation --has subclass--> quadrature amplitude modulation
