row_id,legacy_row_id,seed_qid,seed_label,qid,label,target,prediction,classification,confidence,depth,reaching_property,reaching_property_label
row935,Q1437394|Q1378470,Q1437394,formal concept analysis,Q1378470,software development methodology,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row936,Q1437394|Q179012,Q1437394,formal concept analysis,Q179012,project management,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row937,Q1437394|Q2292993,Q1437394,formal concept analysis,Q2292993,design method,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row938,Q1437394|Q21045430,Q1437394,formal concept analysis,Q21045430,inferring horizontal gene transfer,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row939,Q1437394|Q1196545,Q1437394,formal concept analysis,Q1196545,historical method,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row940,Q1437394|Q65938634,Q1437394,formal concept analysis,Q65938634,quality control method,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row209,Q1474517|Q13582798,Q1474517,French National Institute of Health and Medical Research,Q13582798,Public Scientific and Technical Research Establishment,1,1,INCLUDE,0.95,1,P31,instance of
row210,Q1474517|Q31855,Q1474517,French National Institute of Health and Medical Research,Q31855,research institute,1,1,INCLUDE,0.95,1,P31,instance of
row298,Q1484375|Q467707,Q1484375,PyCharm,Q467707,software development kit,1,1,INCLUDE,0.7,1,P31,instance of
row299,Q1484375|Q13741,Q1484375,PyCharm,Q13741,integrated development environment,1,1,INCLUDE,0.95,1,P31,instance of
row300,Q1484375|Q341,Q1484375,PyCharm,Q341,free software,1,1,INCLUDE,0.9,1,P31,instance of
row301,Q1484375|Q10334075,Q1484375,PyCharm,Q10334075,Mxmlc,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row884,Q14922|Q1368898,Q14922,table football,Q1368898,game of skill,1,1,INCLUDE,0.95,1,P31,instance of
row885,Q14922|Q1637219,Q14922,table football,Q1637219,speedcubing,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row886,Q14922|Q2904494,Q14922,table football,Q2904494,birinic,0,0,EXCLUDE,0.8,2,(-)P279,has subclass
row887,Q14922|Q21426954,Q14922,table football,Q21426954,bague en boghei,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row888,Q14922|Q1302771,Q14922,table football,Q1302771,Egg-and-spoon race,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row889,Q14922|Q1342518,Q14922,table football,Q1342518,Penny football,1,1,INCLUDE,0.92,2,(-)P279,has subclass
row890,Q14922|Q21503645,Q14922,table football,Q21503645,lancer de sabot de Pont-Aven,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row891,Q14922|Q895060,Q14922,table football,Q895060,boules,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row111,Q159144|Q194195,Q159144,Europa-Park,Q194195,amusement park,1,1,INCLUDE,0.98,1,P31,instance of
row112,Q159144|Q875157,Q159144,Europa-Park,Q875157,resort,1,1,INCLUDE,0.95,1,P31,instance of
row113,Q159144|Q570116,Q159144,Europa-Park,Q570116,tourist attraction,1,1,INCLUDE,0.95,1,P31,instance of
row302,Q159992|Q61065,Q159992,surfing,Q61065,water sport,1,1,INCLUDE,0.95,1,P279,subclass of
row303,Q159992|Q842595,Q159992,surfing,Q842595,big wave surfing,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row304,Q159992|Q1434370,Q159992,surfing,Q1434370,River surfing,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row305,Q159992|Q31629,Q159992,surfing,Q31629,type of sport,1,1,INCLUDE,0.85,1,P31,instance of
row306,Q159992|Q911069,Q159992,surfing,Q911069,boardsport,1,1,INCLUDE,0.95,1,P279,subclass of
row307,Q159992|Q14085739,Q159992,surfing,Q14085739,sailing,1,0,EXCLUDE,0.85,2,(-)P279,has subclass
row308,Q159992|Q2533407,Q159992,surfing,Q2533407,surf lifesaving,0,1,INCLUDE,0.9,2,(-)P279,has subclass
row309,Q159992|Q60967807,Q159992,surfing,Q60967807,Aquaplaning sport,1,1,INCLUDE,0.7,2,(-)P279,has subclass
row310,Q159992|Q31920,Q159992,surfing,Q31920,swimming,1,0,EXCLUDE,0.85,2,(-)P279,has subclass
row311,Q159992|Q2369170,Q159992,surfing,Q2369170,underwater sports,1,0,EXCLUDE,0.85,2,(-)P279,has subclass
row312,Q159992|Q178131,Q159992,surfing,Q178131,snowboarding,0,1,INCLUDE,0.9,2,(-)P279,has subclass
row313,Q159992|Q7735,Q159992,surfing,Q7735,diving,1,0,EXCLUDE,0.85,2,(-)P279,has subclass
row314,Q159992|Q159354,Q159992,surfing,Q159354,rowing,1,0,EXCLUDE,0.85,2,(-)P279,has subclass
row315,Q159992|Q842284,Q159992,surfing,Q842284,skateboarding,0,1,INCLUDE,0.9,2,(-)P279,has subclass
row897,Q1636958|Q891723,Q1636958,Xiaomi,Q891723,public company,1,1,INCLUDE,1.0,1,P31,instance of
row898,Q1636958|Q167037,Q1636958,Xiaomi,Q167037,corporation,1,1,INCLUDE,1.0,1,P31,instance of
row899,Q1636958|Q4830453,Q1636958,Xiaomi,Q4830453,business,1,1,INCLUDE,0.95,1,P31,instance of
row900,Q1636958|Q76384698,Q1636958,Xiaomi,Q76384698,ammunication factory,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row901,Q1636958|Q1057214,Q1636958,Xiaomi,Q1057214,private military company,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row902,Q1636958|Q8303885,Q1636958,Xiaomi,Q8303885,trust company,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row903,Q1636958|Q7311343,Q1636958,Xiaomi,Q7311343,religious corporation,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row904,Q1636958|Q1186164,Q1636958,Xiaomi,Q1186164,corporate spin-off,0,0,EXCLUDE,0.8,2,(-)P279,has subclass
row905,Q1636958|Q745829,Q1636958,Xiaomi,Q745829,Yagi-Uda antenna,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row906,Q1636958|Q75971206,Q1636958,Xiaomi,Q75971206,private tax collector,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row907,Q1636958|Q69574371,Q1636958,Xiaomi,Q69574371,bicycle part manufacturing company,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row908,Q1636958|Q161726,Q1636958,Xiaomi,Q161726,multinational corporation,1,1,INCLUDE,0.9,2,(-)P279,has subclass
row909,Q1636958|Q27043907,Q1636958,Xiaomi,Q27043907,yoga studio,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row910,Q1636958|Q59545,Q1636958,Xiaomi,Q59545,labour hire,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row911,Q1636958|Q2401749,Q1636958,Xiaomi,Q2401749,telecommunication company,1,0,EXCLUDE,0.75,2,(-)P279,has subclass
row912,Q1636958|Q1116826,Q1636958,Xiaomi,Q1116826,private security company,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row913,Q1636958|Q3055260,Q1636958,Xiaomi,Q3055260,French company,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row914,Q1636958|Q41617857,Q1636958,Xiaomi,Q41617857,plug compatible manufacturer,0,1,INCLUDE,0.55,2,(-)P279,has subclass
row916,Q1636958|Q76362921,Q1636958,Xiaomi,Q76362921,saw blade factory,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row917,Q1636958|Q110484183,Q1636958,Xiaomi,Q110484183,cigarette company,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row918,Q1636958|Q216931,Q1636958,Xiaomi,Q216931,advertising agency,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row919,Q1636958|Q27038993,Q1636958,Xiaomi,Q27038993,food establishment,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row920,Q1636958|Q672070,Q1636958,Xiaomi,Q672070,photographic studio,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row921,Q1636958|Q30022,Q1636958,Xiaomi,Q30022,coffeehouse,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row922,Q1636958|Q6819536,Q1636958,Xiaomi,Q6819536,merit shop,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row924,Q1636958|Q5225895,Q1636958,Xiaomi,Q5225895,public limited company,0,1,INCLUDE,0.85,2,(-)P279,has subclass
row925,Q1636958|Q2590801,Q1636958,Xiaomi,Q2590801,commercial cleaning,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row570,Q16820462|Q7058673,Q16820462,Borderlands,Q7058673,video game series,1,1,INCLUDE,0.95,1,P31,instance of
row734,Q168403|Q55789206,Q168403,myopia,Q55789206,syndromic myopia,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row735,Q168403|Q470427,Q168403,myopia,Q470427,refractive error,1,1,INCLUDE,0.95,1,P279,subclass of
row736,Q168403|Q737460,Q168403,myopia,Q737460,visual impairment,1,1,INCLUDE,0.95,1,P279,subclass of
row737,Q168403|Q18554189,Q168403,myopia,Q18554189,degenerative myopia,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row738,Q168403|Q2634782,Q168403,myopia,Q2634782,low vision,1,0,EXCLUDE,0.8,2,(-)P279,has subclass
row739,Q168403|Q177895,Q168403,myopia,Q177895,astigmatism,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row740,Q168403|Q2470609,Q168403,myopia,Q2470609,Wagner's disease,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row741,Q168403|Q18554630,Q168403,myopia,Q18554630,irregular astigmatism,1,1,INCLUDE,0.92,3,(-)P279,has subclass
row955,Q17130715|Q620615,Q17130715,Slack,Q620615,mobile app,1,1,INCLUDE,0.8,1,P31,instance of
row956,Q17130715|Q2462003,Q17130715,Slack,Q2462003,instant messaging client,1,1,INCLUDE,0.98,1,P31,instance of
row957,Q17130715|Q166142,Q17130715,Slack,Q166142,application,1,1,INCLUDE,0.95,1,P31,instance of
row958,Q17130715|Q43229,Q17130715,Slack,Q43229,organization,1,0,EXCLUDE,0.9,1,P31,instance of
row959,Q17130715|Q96196009,Q17130715,Slack,Q96196009,state (former or current),0,0,NOT_VISITED,,2,(-)P279,has subclass
row960,Q17130715|Q15548100,Q17130715,Slack,Q15548100,free instant messaging client,1,1,INCLUDE,0.85,2,(-)P279,has subclass
row961,Q17130715|Q58542,Q17130715,Slack,Q58542,multi protocol instant messaging clients,1,1,INCLUDE,0.8,2,(-)P279,has subclass
row962,Q17130715|Q65177617,Q17130715,Slack,Q65177617,Unification movement (Unification Church),0,0,NOT_VISITED,,2,(-)P279,has subclass
row963,Q17130715|Q10417670,Q17130715,Slack,Q10417670,IRC client,1,1,INCLUDE,0.9,2,(-)P279,has subclass
row964,Q17130715|Q3023650,Q17130715,Slack,Q3023650,social rental office,0,0,NOT_VISITED,,2,(-)P279,has subclass
row966,Q17130715|Q87712822,Q17130715,Slack,Q87712822,moral subject of administrative law in France,0,0,NOT_VISITED,,2,(-)P279,has subclass
row967,Q17130715|Q1132944,Q17130715,Slack,Q1132944,Science shop,0,0,NOT_VISITED,,2,(-)P279,has subclass
row968,Q17130715|Q2401485,Q17130715,Slack,Q2401485,expedition,0,0,NOT_VISITED,,2,(-)P279,has subclass
row969,Q17130715|Q15505266,Q17130715,Slack,Q15505266,Login manager,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row481,Q171545|Q484170,Q171545,Belfort,Q484170,commune of France,1,1,INCLUDE,0.95,1,P31,instance of
row769,Q174320|Q2425052,Q174320,oscilloscope,Q2425052,electrical appliance,1,1,INCLUDE,0.85,1,P279,subclass of
row770,Q174320|Q2041172,Q174320,oscilloscope,Q2041172,measuring instrument,1,1,INCLUDE,0.95,1,P279,subclass of
row771,Q174320|Q831990,Q174320,oscilloscope,Q831990,electrical part,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row260,Q180|Q2166013,Q180,Wikimedia Foundation,Q2166013,wiki hosting service,1,1,INCLUDE,0.9,1,P31,instance of
row261,Q180|Q708676,Q180,Wikimedia Foundation,Q708676,charitable organization,1,1,INCLUDE,0.95,1,P31,instance of
row262,Q180|Q157031,Q180,Wikimedia Foundation,Q157031,foundation,1,1,INCLUDE,0.95,1,P31,instance of
row64,Q180204|Q4838457,Q180204,shampoo,Q4838457,baby shampoo,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row65,Q180204|Q599755,Q180204,shampoo,Q599755,Garnier,1,0,EXCLUDE,0.9,1,(-)P279,has subclass
row66,Q180204|Q11322916,Q180204,shampoo,Q11322916,dry shampoo,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row67,Q180204|Q791930,Q180204,shampoo,Q791930,Axe,1,0,EXCLUDE,0.9,1,(-)P279,has subclass
row68,Q180204|Q50430027,Q180204,shampoo,Q50430027,hair care products,1,1,INCLUDE,0.95,1,P279,subclass of
row69,Q180204|Q11108449,Q180204,shampoo,Q11108449,hair dye,1,1,INCLUDE,0.9,2,(-)P279,has subclass
row979,Q180704|Q15632617,Q180704,Iron Man,Q15632617,fictional human,1,1,INCLUDE,0.95,1,P31,instance of
row980,Q180704|Q15773347,Q180704,Iron Man,Q15773347,film character,1,1,INCLUDE,0.95,1,P31,instance of
row981,Q180704|Q1114461,Q180704,Iron Man,Q1114461,comics character,1,1,INCLUDE,0.95,1,P31,instance of
row809,Q1847641|Q15179,Q1847641,human facial hair,Q15179,moustache,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row810,Q1847641|Q1784017,Q1847641,human facial hair,Q1784017,secondary sex characteristic,1,1,INCLUDE,0.95,1,P279,subclass of
row811,Q1847641|Q43748,Q1847641,human facial hair,Q43748,eyebrow,0,1,INCLUDE,0.75,1,(-)P279,has subclass
row812,Q1847641|Q18534278,Q1847641,human facial hair,Q18534278,facial feature,1,1,INCLUDE,0.95,1,P279,subclass of
row813,Q1847641|Q3326291,Q1847641,human facial hair,Q3326291,handlebar moustache,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row814,Q1847641|Q17141430,Q1847641,human facial hair,Q17141430,pencil moustache,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row815,Q1847641|Q7963760,Q1847641,human facial hair,Q7963760,walrus moustache,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row816,Q1847641|Q17013040,Q1847641,human facial hair,Q17013040,Facial symmetry,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row817,Q1847641|Q5906082,Q1847641,human facial hair,Q5906082,horseshoe moustache,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row819,Q1847641|Q5506845,Q1847641,human facial hair,Q5506845,Fu Manchu moustache,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row820,Q1847641|Q1068553,Q1847641,human facial hair,Q1068553,facial skeleton,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row821,Q1847641|Q5431487,Q1847641,human facial hair,Q5431487,fake moustache,1,1,INCLUDE,0.85,2,(-)P279,has subclass
row822,Q1847641|Q5428568,Q1847641,human facial hair,Q5428568,facial resemblance,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row506,Q188273|Q210167,Q188273,Ubisoft,Q210167,video game developer,1,1,INCLUDE,0.95,1,P31,instance of
row507,Q188273|Q1137109,Q188273,Ubisoft,Q1137109,video game publisher,1,1,INCLUDE,0.95,1,P31,instance of
row508,Q188273|Q891723,Q188273,Ubisoft,Q891723,public company,1,1,INCLUDE,0.8,1,P31,instance of
row509,Q188273|Q43229,Q188273,Ubisoft,Q43229,organization,1,1,INCLUDE,0.85,1,P31,instance of
row512,Q188273|Q5163232,Q188273,Ubisoft,Q5163232,Consistory,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row513,Q188273|Q255632,Q188273,Ubisoft,Q255632,cathedral works,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row514,Q188273|Q1193702,Q188273,Ubisoft,Q1193702,parliamentary opposition,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row515,Q188273|Q5419285,Q188273,Ubisoft,Q5419285,examination board,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row516,Q188273|Q7248095,Q188273,Ubisoft,Q7248095,professional services network,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row517,Q188273|Q681615,Q188273,Ubisoft,Q681615,syndicate,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row519,Q188273|Q18534571,Q188273,Ubisoft,Q18534571,medical research center,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row520,Q188273|Q108873226,Q188273,Ubisoft,Q108873226,Clandestine Organization,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row521,Q188273|Q7157353,Q188273,Ubisoft,Q7157353,peace commission,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row522,Q188273|Q47533065,Q188273,Ubisoft,Q47533065,disability organization,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row524,Q188273|Q65177617,Q188273,Ubisoft,Q65177617,Unification movement (Unification Church),0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row527,Q188273|Q1032372,Q188273,Ubisoft,Q1032372,hackerspace,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row528,Q188273|Q4810155,Q188273,Ubisoft,Q4810155,Association with lucrative purpose,0,0,EXCLUDE,0.8,2,(-)P279,has subclass
row529,Q188273|Q3184737,Q188273,Ubisoft,Q3184737,cathedral chapter,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row530,Q188273|Q3480110,Q188273,Ubisoft,Q3480110,Service d'inspection,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row531,Q188273|Q1502514,Q188273,Ubisoft,Q1502514,cooperative movement,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row532,Q188273|Q3029462,Q188273,Ubisoft,Q3029462,specialized directorates of fiscal control,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row533,Q188273|Q106509528,Q188273,Ubisoft,Q106509528,Polish House,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row534,Q188273|Q6515414,Q188273,Ubisoft,Q6515414,student welfare organisation,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row535,Q188273|Q16985923,Q188273,Ubisoft,Q16985923,Independent Monitoring Board,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row537,Q188273|Q2069741,Q188273,Ubisoft,Q2069741,Matha,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row538,Q188273|Q5774403,Q188273,Ubisoft,Q5774403,historical society,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row540,Q188273|Q101067829,Q188273,Ubisoft,Q101067829,agricultural extension system,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row541,Q188273|Q33114024,Q188273,Ubisoft,Q33114024,exile organization,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row543,Q188273|Q996839,Q188273,Ubisoft,Q996839,fraternal organization,0,0,EXCLUDE,0.96,2,(-)P279,has subclass
row544,Q188273|Q83425186,Q188273,Ubisoft,Q83425186,NHS board,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row546,Q188273|Q2801262,Q188273,Ubisoft,Q2801262,hacker group,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row547,Q188273|Q106765575,Q188273,Ubisoft,Q106765575,order,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row548,Q188273|Q877724,Q188273,Ubisoft,Q877724,Seniorat,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row549,Q188273|Q96983545,Q188273,Ubisoft,Q96983545,cycle repair shop,0,0,EXCLUDE,0.97,2,(-)P279,has subclass
row550,Q188273|Q3023650,Q188273,Ubisoft,Q3023650,social rental office,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row385,Q195|Q25403900,Q195,chocolate,Q25403900,food ingredient,1,1,INCLUDE,0.9,1,P279,subclass of
row386,Q195|Q2596997,Q195,chocolate,Q2596997,condiment,1,1,INCLUDE,0.65,1,P279,subclass of
row387,Q195|Q181042,Q195,chocolate,Q181042,Kinder Surprise,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row388,Q195|Q1365365,Q195,chocolate,Q1365365,stimulant foodstuff,1,1,INCLUDE,0.9,1,P279,subclass of
row389,Q195|Q23461185,Q195,chocolate,Q23461185,organic chocolate,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row390,Q195|Q5159627,Q195,chocolate,Q5159627,confection,1,1,INCLUDE,0.95,1,P279,subclass of
row391,Q195|Q1063560,Q195,chocolate,Q1063560,chocolate truffle,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row392,Q195|Q757388,Q195,chocolate,Q757388,Milka,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row393,Q195|Q752276,Q195,chocolate,Q752276,functional food,1,1,INCLUDE,0.7,1,P279,subclass of
row394,Q195|Q895177,Q195,chocolate,Q895177,bouquet garni,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row395,Q195|Q18547489,Q195,chocolate,Q18547489,Thasian sauce,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row396,Q195|Q13261,Q195,chocolate,Q13261,hot chocolate,1,1,INCLUDE,0.9,2,(-)P279,has subclass
row397,Q195|Q10987,Q195,chocolate,Q10987,honey,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row398,Q195|Q41354,Q195,chocolate,Q41354,vinegar,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row399,Q195|Q167893,Q195,chocolate,Q167893,mayonnaise,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row471,Q196538|Q54167390,Q196538,microscope,Q54167390,lucernal microscope,1,1,INCLUDE,0.98,1,(-)P279,has subclass
row472,Q196538|Q1751850,Q196538,microscope,Q1751850,optical instrument,1,1,INCLUDE,0.95,1,P279,subclass of
row473,Q196538|Q901823,Q196538,microscope,Q901823,ultramicroscope,1,1,INCLUDE,0.98,1,(-)P279,has subclass
row474,Q196538|Q1463415,Q196538,microscope,Q1463415,inverted microscope,1,1,INCLUDE,0.98,1,(-)P279,has subclass
row475,Q196538|Q7187868,Q196538,microscope,Q7187868,Photonic force microscope,1,1,INCLUDE,0.98,1,(-)P279,has subclass
row476,Q196538|Q17092661,Q196538,microscope,Q17092661,Recurrence tracking microscope,1,1,INCLUDE,0.98,1,(-)P279,has subclass
row477,Q196538|Q1981926,Q196538,microscope,Q1981926,Neutron microscope,1,1,INCLUDE,0.98,1,(-)P279,has subclass
row478,Q196538|Q8320,Q196538,microscope,Q8320,optical printer,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row479,Q196538|Q5396251,Q196538,microscope,Q5396251,erygmascope,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row480,Q196538|Q15328,Q196538,microscope,Q15328,camera,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row869,Q2|Q128207,Q2,Earth,Q128207,terrestrial planet,1,1,INCLUDE,0.95,1,P31,instance of
row870,Q2|Q3504248,Q2,Earth,Q3504248,inner planet of the Solar System,1,1,INCLUDE,0.95,1,P31,instance of
row871,Q2|Q82794,Q2,Earth,Q82794,geographic region,1,0,EXCLUDE,0.7,1,P31,instance of
row872,Q2|Q486972,Q2,Earth,Q486972,human settlement,1,0,NOT_VISITED,,2,(-)P279,has subclass
row873,Q2|Q198782,Q2,Earth,Q198782,tropical cyclone basin,0,0,NOT_VISITED,,2,(-)P279,has subclass
row874,Q2|Q10535394,Q2,Earth,Q10535394,informal region,0,0,NOT_VISITED,,2,(-)P279,has subclass
row875,Q2|Q205895,Q2,Earth,Q205895,landmass,1,0,NOT_VISITED,,2,(-)P279,has subclass
row876,Q2|Q1140140,Q2,Earth,Q1140140,mainland,0,0,NOT_VISITED,,2,(-)P279,has subclass
row878,Q2|Q2670101,Q2,Earth,Q2670101,Earth analog,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row879,Q2|Q327757,Q2,Earth,Q327757,super-Earth,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row880,Q2|Q399984,Q2,Earth,Q399984,hemisphere of the Earth,1,0,NOT_VISITED,,2,(-)P279,has subclass
row881,Q2|Q15129745,Q2,Earth,Q15129745,sub-Earth,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row882,Q2|Q1200957,Q2,Earth,Q1200957,tourist destination,0,0,NOT_VISITED,,2,(-)P279,has subclass
row883,Q2|Q7925010,Q2,Earth,Q7925010,vice-county,0,0,NOT_VISITED,,2,(-)P279,has subclass
row829,Q201664|Q7538697,Q201664,bracelet,Q7538697,Slap bracelet,1,1,INCLUDE,0.9,1,(-)P279,has subclass
row830,Q201664|Q7120070,Q201664,bracelet,Q7120070,POW bracelet,1,1,INCLUDE,0.9,1,(-)P279,has subclass
row831,Q201664|Q4470686,Q201664,bracelet,Q4470686,decoration,1,1,INCLUDE,0.8,1,P279,subclass of
row832,Q201664|Q16839772,Q201664,bracelet,Q16839772,Gel bracelet,1,1,INCLUDE,0.9,1,(-)P279,has subclass
row833,Q201664|Q488720,Q201664,bracelet,Q488720,charm bracelet,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row834,Q201664|Q1455890,Q201664,bracelet,Q1455890,friendship bracelet,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row835,Q201664|Q3575260,Q201664,bracelet,Q3575260,bijou,1,1,INCLUDE,0.95,1,P279,subclass of
row836,Q201664|Q46847,Q201664,bracelet,Q46847,ring,1,1,INCLUDE,0.9,2,(-)P279,has subclass
row837,Q201664|Q2111434,Q201664,bracelet,Q2111434,pendant,1,1,INCLUDE,0.9,2,(-)P279,has subclass
row838,Q201664|Q161439,Q201664,bracelet,Q161439,jewelry,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row839,Q201664|Q11796413,Q201664,bracelet,Q11796413,decoration,1,0,EXCLUDE,0.8,2,(-)P279,has subclass
row794,Q207472|Q5741069,Q207472,Toto,Q5741069,rock group,1,1,INCLUDE,0.99,1,P31,instance of
row802,Q209330|Q2721136,Q209330,Instagram,Q2721136,image hosting service,1,1,INCLUDE,0.95,1,P31,instance of
row803,Q209330|Q35127,Q209330,Instagram,Q35127,website,1,1,INCLUDE,0.9,1,P31,instance of
row804,Q209330|Q620615,Q209330,Instagram,Q620615,mobile app,1,1,INCLUDE,0.95,1,P31,instance of
row805,Q209330|Q3220391,Q209330,Instagram,Q3220391,social networking service,1,1,INCLUDE,0.95,1,P31,instance of
row806,Q209330|Q559856,Q209330,Instagram,Q559856,online video platform,1,1,INCLUDE,0.85,1,P31,instance of
row807,Q209330|Q110643339,Q209330,Instagram,Q110643339,adult tube site,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row808,Q209330|Q60784896,Q209330,Instagram,Q60784896,Internet audio-visual programming service provider,0,1,INCLUDE,0.75,2,(-)P279,has subclass
row778,Q223127|Q6881511,Q223127,Logitech,Q6881511,enterprise,1,1,INCLUDE,0.95,1,P31,instance of
row779,Q223127|Q4830453,Q223127,Logitech,Q4830453,business,1,1,INCLUDE,0.95,1,P31,instance of
row780,Q223127|Q431289,Q223127,Logitech,Q431289,brand,1,1,INCLUDE,0.95,1,P31,instance of
row781,Q223127|Q891723,Q223127,Logitech,Q891723,public company,1,1,INCLUDE,0.95,1,P31,instance of
row782,Q223127|Q18388277,Q223127,Logitech,Q18388277,technology company,1,1,INCLUDE,0.95,1,P31,instance of
row783,Q223127|Q1058914,Q223127,Logitech,Q1058914,software company,1,0,EXCLUDE,0.85,2,(-)P279,has subclass
row784,Q223127|Q13637823,Q223127,Logitech,Q13637823,Independent hardware vendor,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row495,Q2283|Q1058914,Q2283,Microsoft,Q1058914,software company,1,1,INCLUDE,0.95,1,P31,instance of
row496,Q2283|Q891723,Q2283,Microsoft,Q891723,public company,1,1,INCLUDE,0.95,1,P31,instance of
